project,commit,path,status_diff3,time_diff3,phase1_time_diff3,phase2_time_diff3,phase2_unify_time_diff3,phase2_diffy_calls_diff3,phase2_diffy_time_diff3,phase3_time_diff3,phase3_unify_time_diff3,phase3_diffy_calls_diff3,phase3_diffy_time_diff3,total_merge_module_time_diff3,status_mergiraf,time_mergiraf,phase1_time_mergiraf,phase2_time_mergiraf,phase2_unify_time_mergiraf,phase2_diffy_calls_mergiraf,phase2_diffy_time_mergiraf,phase3_time_mergiraf,phase3_unify_time_mergiraf,phase3_diffy_calls_mergiraf,phase3_diffy_time_mergiraf,total_merge_module_time_mergiraf,status_mergiraf_semi,time_mergiraf_semi,phase1_time_mergiraf_semi,phase2_time_mergiraf_semi,phase2_unify_time_mergiraf_semi,phase2_diffy_calls_mergiraf_semi,phase2_diffy_time_mergiraf_semi,phase3_time_mergiraf_semi,phase3_unify_time_mergiraf_semi,phase3_diffy_calls_mergiraf_semi,phase3_diffy_time_mergiraf_semi,total_merge_module_time_mergiraf_semi,status_mergiraf_semi_plus,time_mergiraf_semi_plus,phase1_time_mergiraf_semi_plus,phase2_time_mergiraf_semi_plus,phase2_unify_time_mergiraf_semi_plus,phase2_diffy_calls_mergiraf_semi_plus,phase2_diffy_time_mergiraf_semi_plus,phase3_time_mergiraf_semi_plus,phase3_unify_time_mergiraf_semi_plus,phase3_diffy_calls_mergiraf_semi_plus,phase3_diffy_time_mergiraf_semi_plus,total_merge_module_time_mergiraf_semi_plus,status_s3m,time_s3m,phase1_time_s3m,phase2_time_s3m,phase2_unify_time_s3m,phase2_diffy_calls_s3m,phase2_diffy_time_s3m,phase3_time_s3m,phase3_unify_time_s3m,phase3_diffy_calls_s3m,phase3_diffy_time_s3m,total_merge_module_time_s3m
jetty/jetty.project,f1188d21040801329122e6e6883b87d5d889aba6,mergeAnalysisOutput/java/jetty/jetty.project/f1188d21040801329122e6e6883b87d5d889aba6/jetty-ee10/jetty-ee10-servlet/src/test/java/org/eclipse/jetty/ee10/servlet/AsyncContextTest.java,SUCCESS_WITHOUT_CONFLICTS,8335451,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,262138722,257.102393ms,,,,,,,,,257.346097ms,SUCCESS_WITHOUT_CONFLICTS,303274394,297.421794ms,,,,,,,,,297.71006ms,SUCCESS_WITHOUT_CONFLICTS,295360393,290.043791ms,,,,,,,,,290.355322ms,TOOL_ERROR,491038707,,,,,,,,,,
jetty/jetty.project,f1188d21040801329122e6e6883b87d5d889aba6,mergeAnalysisOutput/java/jetty/jetty.project/f1188d21040801329122e6e6883b87d5d889aba6/jetty-ee10/jetty-ee10-servlet/src/test/java/org/eclipse/jetty/ee10/servlet/AsyncServletIOTest.java,SUCCESS_WITHOUT_CONFLICTS,8257594,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,359280104,354.717656ms,,,,,,,,,354.957596ms,SUCCESS_WITHOUT_CONFLICTS,423330329,419.376227ms,,,,,,,,,419.667658ms,SUCCESS_WITHOUT_CONFLICTS,408363489,400.758497ms,,,,,,,,,401.045342ms,TOOL_ERROR,568846571,,,,,,,,,,
jetty/jetty.project,f1188d21040801329122e6e6883b87d5d889aba6,mergeAnalysisOutput/java/jetty/jetty.project/f1188d21040801329122e6e6883b87d5d889aba6/jetty-ee10/jetty-ee10-tests/jetty-ee10-test-client-transports/src/test/java/org/eclipse/jetty/ee10/test/client/transport/AsyncIOServletTest.java,SUCCESS_WITH_CONFLICTS,8824182,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,3322240417,2.462540404s,815.072785ms,,0.0,0ns,,,,,3.279381696s,SUCCESS_WITHOUT_CONFLICTS,2965570106,2.804838056s,98.395719ms,24.397063ms,0.0,0ns,,,,,2.905627409s,SUCCESS_WITHOUT_CONFLICTS,2943498940,2.777053924s,96.329623ms,24.0927ms,0.0,0ns,,,,,2.875706984s,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,f1188d21040801329122e6e6883b87d5d889aba6,mergeAnalysisOutput/java/jetty/jetty.project/f1188d21040801329122e6e6883b87d5d889aba6/jetty-ee9/jetty-ee9-nested/src/main/java/org/eclipse/jetty/ee9/nested/HttpChannelState.java,SUCCESS_WITHOUT_CONFLICTS,8497265,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,170750371,165.93102ms,,,,,,,,,166.175315ms,SUCCESS_WITHOUT_CONFLICTS,199524025,193.420725ms,,,,,,,,,193.714331ms,SUCCESS_WITHOUT_CONFLICTS,195722995,189.047522ms,,,,,,,,,189.339834ms,SUCCESS_WITHOUT_CONFLICTS,2768153192,,,,,,,,,,
jetty/jetty.project,f1188d21040801329122e6e6883b87d5d889aba6,mergeAnalysisOutput/java/jetty/jetty.project/f1188d21040801329122e6e6883b87d5d889aba6/jetty-ee9/jetty-ee9-servlet/src/test/java/org/eclipse/jetty/ee9/servlet/AsyncServletIOTest.java,SUCCESS_WITHOUT_CONFLICTS,8363923,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,406584474,401.24652ms,,,,,,,,,401.494006ms,SUCCESS_WITHOUT_CONFLICTS,471390999,464.858885ms,,,,,,,,,465.157908ms,SUCCESS_WITHOUT_CONFLICTS,464556577,459.224204ms,,,,,,,,,459.515196ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,f1188d21040801329122e6e6883b87d5d889aba6,mergeAnalysisOutput/java/jetty/jetty.project/f1188d21040801329122e6e6883b87d5d889aba6/jetty-ee9/jetty-ee9-tests/jetty-ee9-test-client-transports/src/test/java/org/eclipse/jetty/ee9/test/client/transport/AsyncIOServletTest.java,SUCCESS_WITH_CONFLICTS,9514140,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,3785178304,2.820125295s,901.532513ms,,0.0,0ns,,,,,3.723403102s,SUCCESS_WITHOUT_CONFLICTS,3496758283,3.374326867s,117.172948ms,28.244065ms,0.0,0ns,,,,,3.493906575s,SUCCESS_WITHOUT_CONFLICTS,3459297614,3.336722377s,116.201031ms,27.995318ms,0.0,0ns,,,,,3.455341425s,TIMEOUT,0,,,,,,,,,,
apache/cassandra,a2e55684de522bd8f70c451f6460e77b22b5d1ec,mergeAnalysisOutput/java/apache/cassandra/a2e55684de522bd8f70c451f6460e77b22b5d1ec/src/java/org/apache/cassandra/auth/CassandraRoleManager.java,SUCCESS_WITH_CONFLICTS,8262149,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,1020063414,580.033485ms,409.895304ms,,0.0,0ns,,,,,991.419938ms,SUCCESS_WITH_CONFLICTS,1047915911,563.942549ms,64.074136ms,34.826864ms,0.0,0ns,174.666956ms,148.475556ms,0.0,0ns,802.984546ms,SUCCESS_WITHOUT_CONFLICTS,629297177,562.320913ms,61.91909ms,34.897056ms,0.0,0ns,,,,,625.631522ms,TIMEOUT,0,,,,,,,,,,
apache/cassandra,a2e55684de522bd8f70c451f6460e77b22b5d1ec,mergeAnalysisOutput/java/apache/cassandra/a2e55684de522bd8f70c451f6460e77b22b5d1ec/src/java/org/apache/cassandra/config/CassandraRelevantProperties.java,SUCCESS_WITH_CONFLICTS,9255592,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,741786955,256.225053ms,361.622619ms,,0.0,0ns,221.436933ms,,0.0,0ns,840.637783ms,SUCCESS_WITH_CONFLICTS,657112056,154.849836ms,179.175389ms,472.044µs,0.0,0ns,315.158548ms,210.392878ms,0.0,0ns,649.555716ms,SUCCESS_WITH_CONFLICTS,658133381,154.499ms,181.626179ms,473.72µs,0.0,0ns,316.409552ms,210.093092ms,0.0,0ns,652.872931ms,TIMEOUT,0,,,,,,,,,,
apache/cassandra,a2e55684de522bd8f70c451f6460e77b22b5d1ec,mergeAnalysisOutput/java/apache/cassandra/a2e55684de522bd8f70c451f6460e77b22b5d1ec/test/unit/org/apache/cassandra/audit/AuditLoggerAuthTest.java,SUCCESS_WITH_CONFLICTS,8051347,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,250723002,69.491218ms,,,0.0,0ns,193.82423ms,,,,265.721077ms,SUCCESS_WITH_CONFLICTS,109928947,69.31476ms,,22.353662ms,0.0,0ns,36.599926ms,,,,106.214434ms,SUCCESS_WITH_CONFLICTS,109264688,69.167544ms,,22.288524ms,0.0,0ns,36.416341ms,,,,105.864932ms,TIMEOUT,0,,,,,,,,,,
apache/cassandra,a2e55684de522bd8f70c451f6460e77b22b5d1ec,mergeAnalysisOutput/java/apache/cassandra/a2e55684de522bd8f70c451f6460e77b22b5d1ec/test/unit/org/apache/cassandra/auth/CreateAndAlterRoleTest.java,SUCCESS_WITH_CONFLICTS,7707184,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,157686404,48.621972ms,55.061614ms,,0.0,0ns,46.535386ms,,0.0,0ns,151.94606ms,SUCCESS_WITH_CONFLICTS,81476455,46.219727ms,7.867901ms,1.903331ms,0.0,0ns,18.0349ms,7.507174ms,0.0,0ns,72.425131ms,SUCCESS_WITH_CONFLICTS,75714849,46.161794ms,7.840039ms,1.881514ms,0.0,0ns,18.278028ms,7.689365ms,0.0,0ns,72.570786ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,bad99f086b9ebf37496d29b7fe5f5215d453a44d,mergeAnalysisOutput/java/jetty/jetty.project/bad99f086b9ebf37496d29b7fe5f5215d453a44d/jetty-core/jetty-http/src/main/java/org/eclipse/jetty/http/CookieCompliance.java,SUCCESS_WITHOUT_CONFLICTS,6998489,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,33197500,28.177458ms,,,,,,,,,28.48347ms,SUCCESS_WITHOUT_CONFLICTS,35026423,29.484079ms,,,,,,,,,29.795171ms,SUCCESS_WITHOUT_CONFLICTS,34725391,28.782627ms,,,,,,,,,29.065908ms,SUCCESS_WITHOUT_CONFLICTS,1568775036,,,,,,,,,,
jetty/jetty.project,bad99f086b9ebf37496d29b7fe5f5215d453a44d,mergeAnalysisOutput/java/jetty/jetty.project/bad99f086b9ebf37496d29b7fe5f5215d453a44d/jetty-core/jetty-http/src/main/java/org/eclipse/jetty/http/RFC6265CookieParser.java,SUCCESS_WITHOUT_CONFLICTS,5550533,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,48194863,43.162776ms,,,,,,,,,43.419266ms,SUCCESS_WITHOUT_CONFLICTS,53550010,45.114515ms,,,,,,,,,45.427902ms,SUCCESS_WITHOUT_CONFLICTS,50486165,44.705091ms,,,,,,,,,45.00329ms,SUCCESS_WITHOUT_CONFLICTS,2871157967,,,,,,,,,,
jetty/jetty.project,bad99f086b9ebf37496d29b7fe5f5215d453a44d,mergeAnalysisOutput/java/jetty/jetty.project/bad99f086b9ebf37496d29b7fe5f5215d453a44d/jetty-core/jetty-http/src/test/java/org/eclipse/jetty/http/RFC6265CookieParserTest.java,SUCCESS_WITH_CONFLICTS,6254367,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,1908300499,584.344441ms,851.318469ms,,0.0,0ns,520.767073ms,,0.0,0ns,1.957030424s,SUCCESS_WITH_CONFLICTS,1453054460,585.281359ms,115.173658ms,68.151676ms,0.0,0ns,662.063188ms,623.045468ms,0.0,0ns,1.363080819s,SUCCESS_WITH_CONFLICTS,1366172339,581.28768ms,115.020732ms,68.04141ms,0.0,0ns,660.390536ms,621.212635ms,0.0,0ns,1.357236289s,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,8051df18e3e3b26549c1c6efd97bb5f660043c9b,mergeAnalysisOutput/java/jetty/jetty.project/8051df18e3e3b26549c1c6efd97bb5f660043c9b/jetty-core/jetty-websocket/jetty-websocket-core-common/src/main/java/org/eclipse/jetty/websocket/core/WebSocketConnection.java,SUCCESS_WITHOUT_CONFLICTS,7580958,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,115070841,109.614068ms,,,,,,,,,109.88594ms,SUCCESS_WITHOUT_CONFLICTS,119387359,113.891296ms,,,,,,,,,114.163846ms,SUCCESS_WITHOUT_CONFLICTS,120401717,114.262709ms,,,,,,,,,114.551682ms,SUCCESS_WITHOUT_CONFLICTS,1719802433,,,,,,,,,,
jetty/jetty.project,8051df18e3e3b26549c1c6efd97bb5f660043c9b,mergeAnalysisOutput/java/jetty/jetty.project/8051df18e3e3b26549c1c6efd97bb5f660043c9b/jetty-ee10/jetty-ee10-servlet/src/test/java/org/eclipse/jetty/ee10/servlet/WriteAfterRedirectTest.java,SUCCESS_WITHOUT_CONFLICTS,7281035,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,30760086,25.317476ms,,,,,,,,,25.594779ms,SUCCESS_WITHOUT_CONFLICTS,31678270,26.029295ms,,,,,,,,,26.304391ms,SUCCESS_WITHOUT_CONFLICTS,31931725,26.820715ms,,,,,,,,,27.126991ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,397b467c500f2a6488aefe03a745ab38209e1133,mergeAnalysisOutput/java/jetty/jetty.project/397b467c500f2a6488aefe03a745ab38209e1133/jetty-ee9/jetty-ee9-nested/src/main/java/org/eclipse/jetty/ee9/nested/HttpChannelState.java,SUCCESS_WITHOUT_CONFLICTS,5586786,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,207862066,200.227451ms,,,,,,,,,200.565992ms,SUCCESS_WITHOUT_CONFLICTS,208874509,201.815722ms,,,,,,,,,202.161162ms,SUCCESS_WITHOUT_CONFLICTS,207971541,200.33466ms,,,,,,,,,200.674701ms,SUCCESS_WITHOUT_CONFLICTS,2766363114,,,,,,,,,,
jetty/jetty.project,b0830453eaba86060389544a82944a864b92d5eb,mergeAnalysisOutput/java/jetty/jetty.project/b0830453eaba86060389544a82944a864b92d5eb/jetty-ee9/jetty-ee9-nested/src/main/java/org/eclipse/jetty/ee9/nested/Request.java,SUCCESS_WITHOUT_CONFLICTS,6296822,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,1292405597,1.263601041s,,,,,,,,,1.26386142s,SUCCESS_WITHOUT_CONFLICTS,1420650715,1.271020201s,,,,,,,,,1.271355121s,SUCCESS_WITHOUT_CONFLICTS,1283451496,1.271141441s,,,,,,,,,1.271409397s,SUCCESS_WITHOUT_CONFLICTS,1791371027,,,,,,,,,,
jetty/jetty.project,9795b0b254a09000f4efa41d0d72574758e0a7d1,mergeAnalysisOutput/java/jetty/jetty.project/9795b0b254a09000f4efa41d0d72574758e0a7d1/jetty-ee9/jetty-ee9-nested/src/main/java/org/eclipse/jetty/ee9/nested/ContextHandler.java,SUCCESS_WITHOUT_CONFLICTS,8772642,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,1634049444,1.544509039s,,,,,,,,,1.544794404s,SUCCESS_WITHOUT_CONFLICTS,1553924848,1.542516645s,,,,,,,,,1.542810765s,SUCCESS_WITHOUT_CONFLICTS,1556229399,1.545306791s,,,,,,,,,1.545670157s,SUCCESS_WITHOUT_CONFLICTS,1821846404,,,,,,,,,,
jetty/jetty.project,e3c0bd6297c61ba469432db030bfd4389baa5c0d,mergeAnalysisOutput/java/jetty/jetty.project/e3c0bd6297c61ba469432db030bfd4389baa5c0d/jetty-core/jetty-http/src/main/java/org/eclipse/jetty/http/content/CachingHttpContentFactory.java,SUCCESS_WITHOUT_CONFLICTS,4522745,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,112491901,106.015816ms,,,,,,,,,106.317462ms,SUCCESS_WITHOUT_CONFLICTS,110944162,105.841996ms,,,,,,,,,106.144404ms,SUCCESS_WITHOUT_CONFLICTS,111228215,105.518905ms,,,,,,,,,105.807966ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,e3c0bd6297c61ba469432db030bfd4389baa5c0d,mergeAnalysisOutput/java/jetty/jetty.project/e3c0bd6297c61ba469432db030bfd4389baa5c0d/jetty-ee10/jetty-ee10-servlet/src/main/java/org/eclipse/jetty/ee10/servlet/ResourceServlet.java,SUCCESS_WITHOUT_CONFLICTS,4872423,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,390692780,384.563523ms,,,,,,,,,384.852229ms,SUCCESS_WITHOUT_CONFLICTS,393793094,388.528747ms,,,,,,,,,388.824629ms,SUCCESS_WITHOUT_CONFLICTS,397902463,389.608209ms,,,,,,,,,389.916556ms,SUCCESS_WITHOUT_CONFLICTS,1792315965,,,,,,,,,,
jetty/jetty.project,e3c0bd6297c61ba469432db030bfd4389baa5c0d,mergeAnalysisOutput/java/jetty/jetty.project/e3c0bd6297c61ba469432db030bfd4389baa5c0d/jetty-ee11/jetty-ee11-servlet/src/main/java/org/eclipse/jetty/ee11/servlet/ResourceServlet.java,SUCCESS_WITHOUT_CONFLICTS,5141351,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,403850359,397.195283ms,,,,,,,,,397.483942ms,SUCCESS_WITHOUT_CONFLICTS,409273551,399.038304ms,,,,,,,,,399.341247ms,SUCCESS_WITHOUT_CONFLICTS,404888249,398.675936ms,,,,,,,,,398.985704ms,SUCCESS_WITHOUT_CONFLICTS,1947569065,,,,,,,,,,
jetty/jetty.project,e3c0bd6297c61ba469432db030bfd4389baa5c0d,mergeAnalysisOutput/java/jetty/jetty.project/e3c0bd6297c61ba469432db030bfd4389baa5c0d/jetty-ee9/jetty-ee9-servlet/src/main/java/org/eclipse/jetty/ee9/servlet/DefaultServlet.java,SUCCESS_WITHOUT_CONFLICTS,4492850,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,334581080,167.42628ms,,,,,,,,,167.710933ms,SUCCESS_WITHOUT_CONFLICTS,173443087,167.128406ms,,,,,,,,,167.552445ms,SUCCESS_WITHOUT_CONFLICTS,174058838,167.651389ms,,,,,,,,,167.954076ms,SUCCESS_WITHOUT_CONFLICTS,1472709773,,,,,,,,,,
jetty/jetty.project,c5e1b28c39779f4ffd464496b5b6897ff9ebe1ab,mergeAnalysisOutput/java/jetty/jetty.project/c5e1b28c39779f4ffd464496b5b6897ff9ebe1ab/jetty-core/jetty-http/src/main/java/org/eclipse/jetty/http/CookieCompliance.java,SUCCESS_WITHOUT_CONFLICTS,5568823,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,68820306,25.606064ms,,,,,,,,,25.829855ms,SUCCESS_WITHOUT_CONFLICTS,29568232,25.253072ms,,,,,,,,,25.487211ms,SUCCESS_WITHOUT_CONFLICTS,29701888,25.790578ms,,,,,,,,,26.039372ms,SUCCESS_WITHOUT_CONFLICTS,1560683227,,,,,,,,,,
jetty/jetty.project,c5e1b28c39779f4ffd464496b5b6897ff9ebe1ab,mergeAnalysisOutput/java/jetty/jetty.project/c5e1b28c39779f4ffd464496b5b6897ff9ebe1ab/jetty-core/jetty-server/src/test/java/org/eclipse/jetty/server/ServerHttpCookieTest.java,SUCCESS_WITHOUT_CONFLICTS,5303961,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,83981127,80.070512ms,,,,,,,,,80.327176ms,SUCCESS_WITHOUT_CONFLICTS,84606459,80.272424ms,,,,,,,,,80.53407ms,SUCCESS_WITHOUT_CONFLICTS,84347784,80.012663ms,,,,,,,,,80.257271ms,TOOL_ERROR,736776816,,,,,,,,,,
apache/cassandra,001accf8d2813267f104f8f618f1ad87a71f1918,mergeAnalysisOutput/java/apache/cassandra/001accf8d2813267f104f8f618f1ad87a71f1918/src/java/org/apache/cassandra/db/ReadCommand.java,SUCCESS_WITHOUT_CONFLICTS,8534394,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,995288925,987.672084ms,,,,,,,,,987.95819ms,SUCCESS_WITHOUT_CONFLICTS,1107411770,1.070529319s,,,,,,,,,1.070857945s,SUCCESS_WITHOUT_CONFLICTS,1007535454,1.002376447s,,,,,,,,,1.00265498s,TIMEOUT,0,,,,,,,,,,
apache/cassandra,001accf8d2813267f104f8f618f1ad87a71f1918,mergeAnalysisOutput/java/apache/cassandra/001accf8d2813267f104f8f618f1ad87a71f1918/src/java/org/apache/cassandra/db/ReadCommandVerbHandler.java,SUCCESS_WITH_CONFLICTS,7682827,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,354054621,195.295374ms,148.879204ms,,0.0,0ns,,,,,349.031686ms,SUCCESS_WITHOUT_CONFLICTS,334664661,188.599462ms,25.576958ms,2.369902ms,0.0,0ns,,,,,216.072151ms,SUCCESS_WITHOUT_CONFLICTS,217893185,197.534413ms,13.53066ms,2.319094ms,0.0,0ns,,,,,212.853045ms,TIMEOUT,0,,,,,,,,,,
apache/cassandra,001accf8d2813267f104f8f618f1ad87a71f1918,mergeAnalysisOutput/java/apache/cassandra/001accf8d2813267f104f8f618f1ad87a71f1918/src/java/org/apache/cassandra/service/StorageProxy.java,SUCCESS_WITHOUT_CONFLICTS,11792809,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,6550116975,6.590034788s,,,,,,,,,6.590312607s,SUCCESS_WITHOUT_CONFLICTS,6540634434,6.539215584s,,,,,,,,,6.539494917s,SUCCESS_WITHOUT_CONFLICTS,6870130139,6.870616836s,,,,,,,,,6.870916643s,TIMEOUT,0,,,,,,,,,,
apache/cassandra,53118ba9ef388eac3cc817e610b37587af96c160,mergeAnalysisOutput/java/apache/cassandra/53118ba9ef388eac3cc817e610b37587af96c160/src/java/org/apache/cassandra/cql3/QueryProcessor.java,SUCCESS_WITHOUT_CONFLICTS,8345714,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,737077974,661.501957ms,,,,,,,,,661.941801ms,SUCCESS_WITHOUT_CONFLICTS,675985271,662.643826ms,,,,,,,,,662.973533ms,SUCCESS_WITHOUT_CONFLICTS,683428276,663.677788ms,,,,,,,,,664.05167ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,21d93794a2f57718e5f385a830d9c986c6f0654a,mergeAnalysisOutput/java/jetty/jetty.project/21d93794a2f57718e5f385a830d9c986c6f0654a/jetty-core/jetty-http/src/main/java/org/eclipse/jetty/http/UriCompliance.java,SUCCESS_WITHOUT_CONFLICTS,5035383,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,70647004,40.009217ms,,,,,,,,,40.275891ms,SUCCESS_WITHOUT_CONFLICTS,45733573,40.535503ms,,,,,,,,,40.823346ms,SUCCESS_WITHOUT_CONFLICTS,45260145,40.116237ms,,,,,,,,,40.391979ms,SUCCESS_WITHOUT_CONFLICTS,1585698713,,,,,,,,,,
jetty/jetty.project,21d93794a2f57718e5f385a830d9c986c6f0654a,mergeAnalysisOutput/java/jetty/jetty.project/21d93794a2f57718e5f385a830d9c986c6f0654a/jetty-core/jetty-server/src/main/java/org/eclipse/jetty/server/Request.java,SUCCESS_WITHOUT_CONFLICTS,5732000,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,293942654,288.069388ms,,,,,,,,,288.362147ms,SUCCESS_WITHOUT_CONFLICTS,294961813,290.364737ms,,,,,,,,,290.669252ms,SUCCESS_WITHOUT_CONFLICTS,292968851,287.741956ms,,,,,,,,,288.006596ms,SUCCESS_WITHOUT_CONFLICTS,1448005219,,,,,,,,,,
jetty/jetty.project,21d93794a2f57718e5f385a830d9c986c6f0654a,mergeAnalysisOutput/java/jetty/jetty.project/21d93794a2f57718e5f385a830d9c986c6f0654a/jetty-core/jetty-util/src/main/java/org/eclipse/jetty/util/TypeUtil.java,SUCCESS_WITHOUT_CONFLICTS,5474142,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,251727403,245.820595ms,,,,,,,,,246.127667ms,SUCCESS_WITHOUT_CONFLICTS,252557505,247.456766ms,,,,,,,,,247.758563ms,SUCCESS_WITHOUT_CONFLICTS,249859996,244.144567ms,,,,,,,,,244.498374ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,21d93794a2f57718e5f385a830d9c986c6f0654a,mergeAnalysisOutput/java/jetty/jetty.project/21d93794a2f57718e5f385a830d9c986c6f0654a/jetty-core/jetty-util/src/main/java/org/eclipse/jetty/util/UrlEncoded.java,SUCCESS_WITHOUT_CONFLICTS,5771269,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,136090600,131.321107ms,,,,,,,,,131.570371ms,SUCCESS_WITHOUT_CONFLICTS,137569706,131.06106ms,,,,,,,,,131.429597ms,SUCCESS_WITHOUT_CONFLICTS,135842798,130.106631ms,,,,,,,,,130.394149ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,21d93794a2f57718e5f385a830d9c986c6f0654a,mergeAnalysisOutput/java/jetty/jetty.project/21d93794a2f57718e5f385a830d9c986c6f0654a/jetty-core/jetty-util/src/main/java/org/eclipse/jetty/util/Utf8StringBuilder.java,SUCCESS_WITH_CONFLICTS,5194125,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,416464389,70.649055ms,180.154797ms,,0.0,0ns,159.649202ms,,0.0,0ns,410.969458ms,SUCCESS_WITH_CONFLICTS,124410338,70.62721ms,19.345765ms,13.253µs,0.0,0ns,28.828401ms,5.674752ms,0.0,0ns,119.255673ms,SUCCESS_WITH_CONFLICTS,123370322,69.960065ms,19.396003ms,13.976µs,0.0,0ns,28.366754ms,5.701118ms,0.0,0ns,118.186065ms,SUCCESS_WITH_CONFLICTS,1865145434,,,,,,,,,,
jetty/jetty.project,21d93794a2f57718e5f385a830d9c986c6f0654a,mergeAnalysisOutput/java/jetty/jetty.project/21d93794a2f57718e5f385a830d9c986c6f0654a/jetty-ee10/jetty-ee10-servlet/src/test/java/org/eclipse/jetty/ee10/servlet/ErrorPageTest.java,SUCCESS_WITHOUT_CONFLICTS,6689898,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,1411257211,1.305320432s,,,,,,,,,1.305623681s,SUCCESS_WITHOUT_CONFLICTS,1339615747,1.303153479s,,,,,,,,,1.303421141s,SUCCESS_WITHOUT_CONFLICTS,1501520949,1.295838003s,,,,,,,,,1.296098539s,TOOL_ERROR,783083949,,,,,,,,,,
jetty/jetty.project,21d93794a2f57718e5f385a830d9c986c6f0654a,mergeAnalysisOutput/java/jetty/jetty.project/21d93794a2f57718e5f385a830d9c986c6f0654a/jetty-ee9/jetty-ee9-nested/src/main/java/org/eclipse/jetty/ee9/nested/Request.java,SUCCESS_WITHOUT_CONFLICTS,6573877,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,1292931359,1.287706973s,,,,,,,,,1.287983899s,SUCCESS_WITHOUT_CONFLICTS,1295839353,1.285124056s,,,,,,,,,1.285406069s,SUCCESS_WITHOUT_CONFLICTS,1347469598,1.289932784s,,,,,,,,,1.290184932s,SUCCESS_WITHOUT_CONFLICTS,1829673968,,,,,,,,,,
jetty/jetty.project,4e221b295601b6b86eed336a68136eb1213bd844,mergeAnalysisOutput/java/jetty/jetty.project/4e221b295601b6b86eed336a68136eb1213bd844/documentation/jetty/modules/code/examples/src/main/java/org/eclipse/jetty/docs/programming/server/http/HTTPServerDocs.java,SUCCESS_WITHOUT_CONFLICTS,6203018,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,1055420011,1.051694538s,,,,,,,,,1.05195193s,SUCCESS_WITHOUT_CONFLICTS,1054137500,1.050891918s,,,,,,,,,1.051142737s,SUCCESS_WITHOUT_CONFLICTS,1089446327,1.050866061s,,,,,,,,,1.051123894s,TOOL_ERROR,767824616,,,,,,,,,,
